F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
17.75,-208.4,-165.5,125.3,Very high,2.28,-166.41,22682.85,-4347.66,-211.46,15424.47,395.73,118.17,20.76,36.69,16.83,1738.14,-710.16,-1480.06,0,-3806.54,10.06,1012.29,2435.92,4136.25,21,10,1099.93,-22.2,-87.63,-24.1,14.58,17.68,Europe,-471.54,-315.07,-1558.17
29.02,-204.1,-207.99,121.5,Very high,1.26,-187.44,8024.19,-5597.3,-325.72,32072.43,333.51,209.62,12.75,42.27,296.46,1167.88,-219.67,-13558.26,0.09,-4303.54,9.92,9206.63,2832.54,2321.28,15,12,-1428.67,1749.34,-108.24,-8.78,10.68,17.31,Rest,-285.48,-1625.48,266.21
110.13,-221.54,-172.21,63.02,Very high,6.03,-194.28,17879.22,-4469.28,-229.42,17015.67,600.42,198.81,4.8,25.11,89.34,2807.82,-691.76,-11804.42,14.34,-3200.3,2.8,3708.94,2554.64,2069.55,12,8,438.23,-189.3,-74.76,-6.12,8.41,14.06,Europe,-174.42,-1804.35,2962.09
45.49,-191.08,-215.88,92.04,Medium,29.31,-150.58,14217.51,-5217.36,-200.98,24413.31,469.02,135.6,18.45,26.34,310.44,1357.08,-46.94,-13673.26,10.65,-2204.04,14.2,4531.99,2105.18,1220.88,9,8,-1041.98,832.98,-89.01,-10.26,13.77,14.63,Rest,-318.45,-1281.95,483.4
76.65,-234.86,-175.49,122.6,Very low,15.81,-184.15,1181.7,-3773.62,-242.22,19568.82,494.46,188.45,11.55,44.67,291.12,2160.4,-54.99,4913.92,11.97,-3949.08,10.78,7988.83,2498.24,3146.22,9,4,-2449.64,685.2,-67.5,-18.6,15.37,18.78,Rest,-328.11,-1031.57,-134.4
100.36,-177.26,-139.41,133.91,Very high,15.6,-174.45,3909.45,-3369.06,-155.98,-6937.11,571.29,135.08,30.36,34.62,305.28,1087.54,-156.33,3185.3,130.56,-4288.22,6.72,11081.73,2071.36,2550.57,12,8,-1498.18,1176.4,-62.19,-8.24,0.02,18.64,UK,-482.7,-694.31,826.39
31.55,-417.54,-262.23,98.82,High,20.13,-155.2,8627.52,-4679.56,-147.86,41890.95,506.34,153.29,12.54,19.35,295.08,3151.42,18.95,-3025.14,32.67,-4179.54,7.54,2238.82,1410.68,1969.53,9,8,408.81,-1032.5,-66.75,-11.26,11.13,26.13,Rest,-317.97,-844.36,392.6
-39.46,-196.3,-247.4,110.39,High,30.66,-189.59,19051.53,-4304.28,-292.62,22132.92,489.06,171.1,9.78,43.17,307.02,1343.1,-561.21,-12399.48,1.65,-2860.92,4.96,5565.53,2953.28,1000.23,21,6,3198.82,893.56,-94.17,-6.18,14.55,18.48,USA,-295.35,-1169.09,773.52
76.66,-192.54,-190.76,108.96,Medium,24.48,-140.75,8705.13,-3787.24,-154.04,32481.78,645.06,230.75,-1.35,36.93,371.94,1583.28,-3.16,-1996.18,3.42,-3901.9,18.42,6229.93,1782.96,2899.05,15,8,-2014.33,2182.84,-72.81,-10.02,15.87,17.41,Europe,-219.57,-1654.88,857.98
79.44,-217.84,-201.68,129.81,Low,7.35,-134.52,26088.36,-5014.84,-220.52,28826.79,512.31,148.88,19.47,31.86,487.08,2223.46,-264.08,-1970.08,13.02,-3686.96,14.94,4031.43,2270.46,2945.61,18,6,-2660.91,1183.08,-49.05,-11.72,11.98,23.75,Europe,-387.57,-1054.44,-341.11
79.23,-262.14,-194.32,63.96,High,7.47,-182.84,22041.42,-4835.18,-174.1,24560.04,255.87,172.64,12.63,38.79,261.27,929.56,-94.9,-12639.08,926.13,-3363.1,0.84,9606.67,2317.78,3246.69,12,10,5234.61,541.02,-77.34,-11.7,10.62,20.38,USA,-225,-1021.04,2840.57
33.47,-187.32,-176.89,150.1,Low,30.72,-134.86,14042.31,-5065.24,-42.76,20064.57,635.7,131.9,27.39,18.03,115.92,1832.34,-758.88,5407.48,61.89,-4866.06,4.8,11864.77,2295.78,1552.98,12,4,-2242.43,1207.72,-75.27,-2,11.21,20.01,Rest,-337.8,-762.87,609.09
22.18,-158.46,-161.85,83.88,High,15,-98.93,533.82,-4701.88,-149.16,20148.39,458.61,265.57,-0.33,32.37,194.19,1799.56,169.79,-4426.38,1.65,-4530.3,3.28,8998.45,1884.1,3175.14,9,8,-385.63,1101.68,-59.91,-9.66,21.62,15.3,USA,-449.01,-1241.69,932.81
64.62,-326.76,-200.22,132.15,Very high,8.76,-165.2,7384.8,-4140.62,-179.26,17976.93,680.25,189.31,20.76,37.11,184.11,1714.6,-370.41,-16861.06,29.25,-4308.84,16.48,6452.28,2310.46,2510.82,12,8,2842.71,1283.06,-113.16,-6.24,15.98,16.24,Europe,-223.95,-1266.43,2433.46
47.98,-181.58,-184.71,100.81,Very low,18.75,-116.34,25624.08,-5658.34,-184.54,9492.06,557.85,53.26,17.22,43.89,258.66,2250.88,-1103.01,-2006.14,1.26,-4103.04,5.6,7497.38,2635.36,2500.74,9,2,-3172.94,808.16,-49.26,-4.32,12.08,18.92,Rest,-213.06,-1126.45,648.65
50.25,-270.12,-149.24,99.97,High,2.79,-284.29,8429.7,-4655.34,-103.7,44570.88,255.87,139.86,6.18,38.88,207.6,1192.44,-582.84,-8632.18,81.45,-4449.42,1.54,138.75,2110.2,559.26,12,18,-466.76,1189.46,-76.5,-1.84,9.35,14.96,USA,-274.11,-1887.79,3760.44
-1.65,-198.52,-246,63.27,Very low,17.79,-158.23,33171.54,-4741.06,-119.4,31174.38,479.07,168.93,4.56,51.54,167.85,2922.26,-197.91,-13141.74,2.07,-4610.2,6.4,8749.8,2586.48,3662.34,12,8,4401.63,1138.28,-59.91,-8.98,11.28,8.53,Rest,-178.17,-1163.56,322.02
58.84,-203.96,-225.74,64.16,Medium,44.94,-132.42,-1148.13,-4296.54,-277.16,27211.26,530.82,148.86,6.03,28.47,378.9,2626.74,-696.57,-10636.86,15.96,-3489.5,4.18,9950.77,2932.8,1815.42,15,4,-7939.62,1067.24,-68.91,-10.18,13.17,19.33,Europe,-315.57,-1276.74,570.2
111.97,-171,-201.44,66.88,Very high,8.7,-170.88,-51.36,-4443.7,-154.42,28253.79,681.42,188.91,1.56,35.49,194.25,1675.2,-502.49,-19074.36,0.15,-4990.18,3.6,4623.27,1334.18,1649.43,12,6,-1190.55,294.48,-87.81,-21.36,11.5,3.15,Europe,-177.57,-1379.93,-1157.68
44.23,-246.24,-260.9,119.12,Low,14.85,-129.78,24657.03,-4444.74,-207.88,31374.69,511.35,191.37,21.03,36.57,382.17,2704.58,-396.3,-4680.78,117.36,-3879.24,2.52,4190.01,2388.42,1007.46,15,10,-3085.53,720.16,-59.67,-13.48,14.38,20.75,UK,-255.12,-1639,1233.02
68.3,-182.26,-219.67,98.73,High,21.36,-12.24,38630.82,-4456.38,-65.88,39755.25,439.62,184.34,32.43,36.33,243.69,1902.18,-344.67,-2130.8,0.84,-3768.46,3.22,10938.26,2512.78,3909.54,12,6,2525.87,628,-79.83,-6.98,9.97,17.18,USA,-383.64,-1060.61,3105.21
44.15,-179.28,-231.38,153.73,Low,5.94,-161.72,21407.67,-4189.28,-78.74,28788.48,526.92,169.04,3.39,102.51,393.39,2592.34,-231.73,-389.52,0.12,-3952.82,3.72,6159.94,2051.16,2554.65,15,6,-4272.61,921.62,-72.93,-8.42,1.62,7.2,UK,-201.48,-1106.86,35.58
2.67,-500.28,-187.43,159.62,High,23.73,-136.34,2972.7,-4867.36,-183.46,25777.71,534,173.2,15.96,63.3,145.44,2025.2,-244.17,-21342.4,19.35,-4706.6,3.64,7906.23,3453.9,2759.4,12,4,-5828.76,909.7,-78.3,-1.84,12.13,18.55,UK,-377.67,-626.76,1083.08
54.01,-141.92,-216.36,116.8,Low,17.7,-156.58,5984.16,-6749.16,-81.24,29015.88,441.99,154.8,7.68,33.48,276.72,2253.6,-632.34,-5032.54,32.37,-3570.52,20.16,7499.6,4121.3,881.58,21,6,955.6,739.76,-72.15,-8.08,11.96,17.44,UK,-283.68,-1305.52,219.13
75.07,-227.48,-222.96,121.99,Medium,19.41,-184.71,16588.8,-4173.74,-192.92,32171.52,461.88,173.94,0.81,28.65,314.28,1655.7,-515.96,-19518.58,84.99,-3185.08,0.7,4406.77,2345.46,2943.51,15,6,-856.25,885.68,-73.65,-11.14,9.61,18.52,Europe,-336.66,-1636.24,2351.94
69.96,-190.24,-214.68,86.51,Very high,-0.75,-143.98,16349.22,-4499.56,-163.96,20249.28,526.26,157.47,11.4,26.4,325.62,1778.22,-815.31,-10656.44,51.42,199.48,1.14,7589.14,2829.74,2291.07,9,14,-4339.49,1270.94,-69.63,-6.36,13.97,15.74,Europe,-274.47,-434.84,1099.91
7.05,-178,-219.26,73.66,Very high,10.14,-179.52,9224.4,-4903.42,-94.16,24422.52,521.16,179.85,14.46,35.7,253.59,2106.3,-581.6,-1756.4,64.5,-3920.24,2.32,3640.17,1946.12,2428.95,9,12,-2125.38,630.78,-76.65,-9.1,18.18,17.82,Europe,-454.74,-1353.18,2579.7
96.18,-218.04,-213.57,91.02,Low,24.21,-166.48,20198.97,-4485.86,-208.7,27508.41,574.86,161.95,1.92,32.25,296.34,1813.4,-260.12,4691.58,138.93,-2809.08,5.5,6061.13,1355.3,2273.13,9,0,-2394.96,25.6,-67.77,-3.08,15.12,14.03,Rest,-335.04,-956.91,1225.05
35.44,-237.56,-181.39,93.32,Medium,46.95,-51.7,24145.47,-3671.62,-165.6,20006.94,455.79,160.3,16.62,30.84,373.23,2187.6,-418.43,-10646.96,5.19,-4041.08,0.46,7952.24,1870.8,2169,21,8,1113.44,917.28,-74.37,-3.34,9.4,27.27,UK,-345.81,-1147.94,933.24
42.68,-129.04,-208.2,81.97,Very low,-5.97,-122.47,1745.55,-4542.66,-211.34,41624.22,506.94,199.63,20.97,43.83,245.31,1371.8,-83.68,-14065.12,1.29,-3577.3,5.36,11269.6,1591.02,4437.36,15,10,-2133.18,144.04,-92.79,-11.96,12.68,22.25,Europe,-247.95,-1086.72,-1434.39
40.69,-359.48,-198.12,75.6,High,40.59,-180.49,-918.69,-4532.04,-196.64,20610.3,551.97,157.52,6.33,34.68,468.72,2547.22,-442.02,-2523.9,6.96,-5010.52,4.8,10101.95,1732.26,-334.23,12,14,-1779.09,1255.48,-68.64,-2.92,8.68,21.58,Europe,-437.22,-1425.51,1996.36
52.16,-119.44,-198.52,93.28,Very low,13.05,-88.16,11319.54,-4397.12,-96.56,29742.15,525.42,179.53,3.24,70.14,180.81,1653.26,-460.52,-13646.34,0.18,-3455.74,15.64,7284.25,3192,1324.17,12,6,409.19,1393.08,-90.03,-13.3,5.92,13.02,USA,-370.53,-1677.69,-33.27
7.74,-212.94,-230.48,116.98,High,10.17,-205.42,19094.01,-4296.72,-180.5,34553.25,550.26,202.51,-0.72,31.74,250.5,1875.52,-606.82,-5224.68,2.25,-4772.92,8.14,10400.28,2767.3,3891.45,18,6,2685.05,1406.6,-82.14,-14.44,27.58,13.56,UK,-378.12,-1011.51,-69.09
30.25,-254.42,-127.21,91.36,Very high,11.88,-138.5,27085.77,-5103.74,-217.36,16237.62,737.37,131.98,21.81,31.71,322.5,1554.28,-656.57,-17656.86,0.3,-3528.78,7.28,9232.91,1811.12,397.74,3,10,-3192.98,139.98,-65.31,-2.5,9.55,17.08,Europe,-176.82,-1200.42,2853.65
94.05,-231.32,-215.35,68.51,Very high,43.32,-51.29,12809.31,-4053.3,-99.92,25512.3,492,154.91,19.35,38.88,175.68,2191.92,-201.52,-5397.66,1.47,-3384.26,5.44,8916.13,1695.08,3178.89,18,0,-368.94,1649.22,-78.45,-3.28,11.74,20.64,Europe,-556.29,-1120.79,2297.39
14.86,-151.28,-205.09,121.04,Very high,13.35,-118.69,2040.63,-4497.82,-212.4,5908.8,330.87,121.35,1.5,21.27,318.06,1906.28,-909.01,-17189.28,0.36,-3816.88,1.32,8947.04,2464.5,1131.69,18,6,1789.54,1635.96,-93.93,-16.96,16.1,21.4,USA,-222.27,-1438.8,-54.41
43.17,-205.5,-176.54,105.65,Medium,13.02,-204.05,4614.54,-6291.48,-187.7,25334.04,449.25,116.76,9.9,52.56,272.22,2113.44,-159.84,-8886.84,9.54,-3350.16,4.04,4517.02,3289.48,2261.85,15,12,2304.59,161.54,-51.69,-3.58,12.25,20.3,USA,-359.46,-821.92,178.79
18.4,-176.1,-216.35,163.82,Low,19.44,-159.42,20720.01,-4901.78,-95.18,21662.22,594.33,164.46,26.61,37.35,132.66,1590.32,-271.82,-6630.94,17.37,-4377.28,5.56,9097.69,2249.44,2859.36,18,6,1514.57,999.06,-71.4,-2.88,19.82,18.31,UK,-300.96,-589.75,292.34
91.08,-115.9,-260.36,117.33,High,15.09,-177.95,14930.28,-4773.96,-189.38,6260.73,649.11,174.9,16.86,34.68,198.99,2422.32,-35.17,-2193.54,148.56,-4059.66,11.5,8986.85,3333.26,2632.14,9,4,-3311.61,1390.1,-76.17,-25.48,11.81,13.29,Europe,-254.94,-1121.08,-5.73
-8.12,-195.88,-184.88,139.36,Medium,20.37,-112.69,11931.21,-4453.44,-213.42,19497.93,575.01,183.79,4.92,34.26,350.76,2696.5,-704.4,-18444.14,0,-2972.82,10.22,12710.22,1056.7,2250.3,15,6,-2851.78,801.62,-76.8,-12.98,14.53,32.35,UK,-255.15,-746.38,-1337.4
94.27,-214.26,-159.34,126.92,Very high,1.59,-64.02,32608.5,-3982.44,-149.24,7900.41,562.17,72.77,-12.27,38.61,179.37,2978.6,-1067.38,-5545.72,6.09,-3208.58,2.94,6694.27,1954.18,2884.74,18,10,-152.23,810.04,-86.55,-4.76,11.23,19.25,USA,-482.58,-849.23,2717.04
0.06,-286.48,-156.07,93.91,High,14.73,-134.84,17899.35,-6888.9,-187.24,26886.24,594.6,219.96,0.99,12.45,107.79,2950.78,-392.54,-17300.66,0.03,-3853.32,2.04,7936,2925.72,2071.59,12,10,-6462.37,431.42,-61.17,-22.88,5.7,18.5,Rest,-410.07,-1177.54,-199.39
70.14,-181.34,-272.57,82.49,Very low,6.87,-103.1,11125.62,-4358.1,-161.34,32736.9,403.02,267.37,16.71,42.27,242.91,1796.06,-206.75,-6405.04,2.01,-5234.68,2.08,8792.47,2046.56,2107.59,6,8,-397.02,678.96,-77.4,-1.84,10.51,20.68,UK,-222.9,-897.12,733.51
48.61,-216.04,-194.8,130.25,Very high,17.25,-178.57,14200.53,-4548.4,-226.84,28363.23,560.07,165.43,24.33,59.28,303.93,2092.7,-801.72,-16269.14,2.28,-4525.02,15.36,7180.66,2462.8,1404.84,9,6,-597.14,1117.18,-79.95,-8.16,12.52,18.27,USA,-289.59,-1216.43,3118.55
61.67,-205.28,-227.49,137.76,High,20.16,-137.95,21364.2,-3239.14,-227.98,36126.36,545.25,166.28,-3.63,34.11,456.39,2789.4,-223.48,351.44,31.11,-3443.64,8.72,6799.08,2943.06,1846.53,9,6,-1939.09,900.5,-76.2,-6.46,9.3,15.47,USA,-241.89,-1199.8,3697.1
28.16,-287.56,-201.42,48.73,Low,49.59,-154.87,15435.15,-5510.46,-195.56,27018.48,663.27,158.39,18.18,41.94,321.72,2313.2,-232.41,-12179.2,2.55,-4157.6,3.34,11019.48,2245.18,2550.24,9,4,-1620.37,-470.78,-72.9,-6.34,14.47,20.26,Europe,-360.93,-1271.48,1929.01
68.31,-379.36,-203.42,145.14,Very high,8.22,-252.73,9220.41,-4964.12,-232.46,31294.62,379.47,156.13,18.66,48.12,315.99,1945,-197.31,2893.3,0.12,-3610.86,2.66,7259.89,3025.9,2820.51,12,12,-6734.29,683.1,-98.82,-6.1,14.47,27.96,Europe,-284.25,-555.32,-893.21
44.53,-199.46,-191.89,110.49,Medium,21.6,-214.31,23547.84,-5327.48,-166.74,43520.43,745.89,158.23,4.23,33.06,219.18,3061.38,-561.23,-13586.38,0.81,-3871.86,9.78,5176.17,1791.88,3677.34,12,6,-1993.22,1533.12,-73.95,-7.98,16.96,18.67,USA,-234.39,-1441.29,2728.13
37.72,-227.28,-93.55,67.37,Very low,22.5,-183.72,34746.63,-4755.18,-130.72,24533.28,538.68,175.53,14.67,18.66,307.74,1274.24,-195.51,-6903.74,0.21,-4130.34,16.9,4611.06,1580.74,1187.37,12,4,1463.11,429.5,-83.64,-5.42,20.73,23.23,Rest,-255.06,-1821.35,841.94
30.45,-347.36,-82.82,28.84,Very low,-2.88,-114.77,8035.08,-3541.14,-77.12,10621.23,343.32,157.28,19.95,51.81,304.32,1734.7,-262.2,-506.46,1.65,-3781.6,9.8,4426.16,1401.06,2504.79,6,0,1413.7,866.9,-66.06,-4.38,14.07,19.45,UK,-424.05,-516.19,232.66
34.92,-183.84,-183.28,86.13,Very low,11.37,-168.62,4245.24,-5208.5,-157.3,31847.64,629.67,206.42,7.38,21.15,299.55,1244.98,-241.9,-1682.7,1850.46,-3835.24,5.26,7895.19,1641.64,2604.03,18,2,1495.12,1419.72,-72.21,-15.46,11.84,23.89,Europe,-361.71,-1349.57,-39.38
38.09,-191.46,-226.72,156.72,Very high,14.04,-161.14,12844.98,-4438.66,-290.3,20323.41,451.35,193.73,-2.64,50.07,295.44,1716.12,-406.51,-7767.4,0.09,-2536.8,5.08,9676.47,2681.86,2255.7,15,10,-1918.74,2083.26,-72.69,-4.5,15.77,21.29,UK,-217.38,-1116.05,598.78
64.61,-224.6,-261.56,119.03,Medium,-1.08,-155.23,14615.85,-3314.52,-102.2,13454.73,470.46,247.1,12.54,35.52,322.86,2115.18,-768.97,-12486.42,0,-2340.28,11.7,4041.22,1784.82,2814,9,14,-2719.29,358.22,-76.74,-3.1,15.46,14.16,USA,-221.01,-1656.28,1236.83
-66.77,-131.4,-149.19,127.46,Very high,-2.7,-97.67,8796.15,-3652.24,-209.56,32791.92,474,186.34,10.02,35.4,281.76,2669.52,-296.18,-1610.88,8.91,-4477.72,7.24,5414.45,2536.74,1919.01,9,10,-1167.64,774.94,-76.2,-8.96,12.25,16.36,Rest,-240.15,-1088.09,654.18
13.34,-173.16,-167.91,86.43,Medium,18.45,-168.91,3670.65,-4384.18,-147.4,38106.18,509.43,240.71,5.4,36.51,254.04,3008.62,-361.24,-10532.88,0.21,-3572.8,10.9,11952.04,3418.2,4612.47,12,12,-1106.51,-294.3,-85.62,-2.86,7.38,17.11,Europe,-237.93,-1493.34,1071.07
84.61,-228.02,-198.84,123.39,Very high,13.62,-190.82,14691.33,-4972.34,-99.18,21278.58,655.95,136.39,0.21,30.66,435.51,2341.96,-548.4,-6573.42,0.63,-4843.84,3.8,10257.52,1956.44,2050.26,18,4,2523.31,1626.2,-100.05,-0.54,10.05,14.91,USA,-273.54,-1180.99,3223.24
65.22,-367.32,-210.4,95.53,Low,12.39,-172,11214.84,-5611.4,-181.08,5561.34,467.46,181.85,27.36,56.91,346.89,2159.28,-104.44,-3729.42,10.98,-6063.92,0.8,10097.52,2633.26,1796.82,3,8,3278.96,1206.38,-73.95,-4.44,8.95,17.71,USA,-502.86,-1245.4,3416.8
40.26,-172.58,-127.54,58.03,High,0.06,-172.51,16842.99,-4775.06,-112.96,23807.73,655.53,179.37,16.44,15.69,286.53,2134.12,-178.66,-7444.66,10.89,-3727.86,2.68,6725.89,2707.72,4594.8,9,6,557.97,1710.36,-89.55,-5.94,12.09,15.38,Rest,-338.67,-1608.84,1523.29
60.74,-296.54,-242.1,132.71,Very high,23.85,-159.35,21084,-4400.88,-212.9,21595.95,691.77,76.48,24.69,44.55,173.07,725.82,-379.53,-1709.3,556.56,-3260.38,4.2,12618.2,2533.3,1157.85,3,2,1906.42,498.2,-57.09,-7.68,12.18,19.64,Europe,-153.24,-1000.11,2983.28
59.37,-198.48,-217.13,110.09,High,-9.03,-235.04,-3983.55,-4387.2,-167.36,24851.25,354.75,178.42,17.25,57.72,177.99,2069.2,-892.24,-3415.66,21.42,-3986.62,4.62,10564.54,1879,2473.26,24,6,-3166.1,327.18,-72.24,-8.26,14.08,24.43,Europe,-360.9,-1548.5,509.97
46.14,-279.02,-238.22,125.45,Medium,4.41,-118.69,464.79,-4390.78,-136.54,28918.35,410.37,218.67,7.26,30.21,297.15,1829.62,-355.34,-10667.86,8.28,-3484.26,16.78,5144.74,1895.28,2952.42,6,8,311.07,145.06,-71.28,-2.72,15.77,21.15,UK,-287.34,-982.69,1118.46
48.19,-241.44,-162.22,125.75,Low,6.75,-213.69,6993.15,-3761.9,-146.48,45251.28,538.56,207.89,13.5,21.87,134.88,2205.36,-576.52,-1589.5,14.4,-5097.22,7.46,8010.07,2744.74,2726.82,6,2,697.02,606.12,-78.18,-9.02,16.04,18.56,USA,-273.42,-1627.38,3490.68
28.1,-202.9,-197.16,101.93,Very low,8.88,-208.25,12234.09,-3337.48,-121.3,21785.49,72.18,87.93,12.09,24.06,329.1,2840.88,-577.4,-9552.32,967.77,-3714.86,3.58,4868.48,1596.18,1629.09,6,8,-5696.85,68.58,-83.46,-3.52,10.91,18.46,Rest,-392.4,-896.25,935.32
54.62,-160.88,-196.89,154.08,Low,24.36,-175.28,3492.21,-3621.68,-206.6,38002.74,532.53,228.96,15.84,62.73,247.08,1963.94,-376.18,-362.7,1.47,-3601.26,3.3,5516.61,1737.84,1767.12,6,8,-1133.98,946.2,-48.27,-6.14,14.94,12.79,UK,-279.15,-955.99,420.56
26.12,-102.34,-214.24,138.31,Medium,5.97,-171.73,8605.83,-4222.8,-244.04,14925.24,419.7,156.63,8.7,15.33,293.1,1503.16,-162.91,-5942.96,0.09,-4025.44,4.02,1839.94,1354.02,3122.37,15,8,781.68,1648.88,-47.43,-1.62,13.52,18.26,UK,-343.41,-1531.12,906.22
57.53,-241.66,-205.3,79,Low,-1.68,-190.83,12620.37,-6009.42,-178.74,27890.07,671.25,23.72,26.43,40.35,281.61,2864.48,-324.14,-6775.84,2.94,-3950.62,5.56,11538.31,3129.86,2540.61,6,4,-392.04,929.96,-70.29,-9.92,12.76,18.75,Rest,-179.16,-991,361.34
39.86,-190.1,-179.2,73.76,High,22.56,-214.47,13732.14,-4344.66,-247.06,40199.07,626.82,214.22,7.5,28.68,384.18,2015.64,-266.64,-5267.28,624.69,-4294.46,3.12,5633.52,2577.44,1281.21,15,12,-3567.14,1468.18,-72.78,-9.88,12.94,18.96,USA,-411.18,-1319.7,2977.55
50.15,-250.18,-146.77,175.13,Very low,14.79,-136.99,5457.69,-4517.54,-215.88,20603.76,393.99,169.47,17.37,37.77,305.16,2166.5,-621.71,630.28,579,-2982.52,0.78,7167.98,2222.36,3810.45,3,6,2954.01,1180.78,-57.69,-15.04,14.69,18.04,Rest,-307.68,-1726.16,956.04
77.32,-203.86,-149.94,129.54,High,32.97,-145.65,3840.06,-5618.06,-161.74,27306.72,522.66,186.42,-3.81,41.55,101.61,2416.18,-258.01,-12240.1,6.87,-1725.2,4.78,2362.55,2238.9,1525.83,9,6,-171.08,2669.54,-71.43,-8.46,11.97,18.71,USA,-162.99,-1123.4,2131.49
15.75,-120,-110.4,112.81,Low,13.8,-144.94,2951.49,-4772.96,-156.92,28405.26,459.66,236.51,16.95,45.36,216.06,1440.02,-170.17,-11673.18,74.1,-3194.8,1.82,6393.8,2999.86,1606.77,9,4,2254.53,1371.74,-77.76,-12.46,15.68,22.38,UK,-392.76,-1230.19,748
31.45,-27.1,-248.83,104.01,Medium,23.37,-172.55,11121.87,-4615.18,-132.78,27089.43,655.86,164.98,18.81,35.88,261.84,1544.56,-445.79,-12028.78,1009.08,-4827.88,8.64,7142.12,2044.58,2152.71,12,6,-3301.35,234.16,-107.76,-2.64,17.81,18.76,USA,-368.64,-1174.07,3698.39
54.81,-100.44,-281.02,75.45,Medium,-4.95,-111.27,4954.35,-4261.02,-78.9,25043.61,392.31,156.32,13.77,35.31,247.35,1682.06,91.46,-12723.36,144.15,-3814.04,13.94,7878.49,2391.98,1626.36,6,8,-2711.27,1082.82,-77.07,-15.28,16.79,10.75,USA,-303.36,-1083.55,812.16
111.33,-394.1,-0.57,70.13,Medium,25.02,-205.38,10221.78,-4726.9,-176.36,33941.67,489.87,181.93,20.79,35.94,345,2679.48,-313.62,-10078.92,0.09,-3930.6,7.62,3388.37,2939.32,2817.45,9,8,-4133.11,799.4,-88.44,-3.12,12.94,17.24,UK,-388.74,-1242.23,899.81
63.95,-200.16,-184.62,132.31,Very high,15.54,-132.99,12811.35,-4548.7,-124.82,22986.81,612.15,154.63,3.09,36.09,185.34,2660.38,-464.01,-1463.04,0,-3683.06,15.54,7711.51,2631.6,2391.36,6,12,3093.24,478.12,-71.7,-9.18,19.16,12.35,USA,-328.44,-1511.15,405.67
50.55,-246.22,-166.57,128.94,Medium,7.77,-136.25,-2600.13,-4031.34,-218.02,32519.34,389.49,149.93,15.21,11.76,266.79,2505.32,-758.74,-13218.12,48.54,-3077.96,14.56,6248.42,3087.74,2393.28,12,10,-4591.55,938.74,-107.97,-5.7,11.64,4.84,Europe,-302.91,-1424.93,1786.02
0.26,-197.36,-221.09,89.62,Low,32.49,-162.5,19528.14,-4434.48,-169.4,16954.08,754.44,173.9,10.02,37.71,255.36,2859.74,-788.05,-8459.48,0.06,-7604.28,5.64,5791.67,2357.82,2586.87,9,8,-648.96,705,-81.36,-10.48,13.43,4.26,USA,-310.14,-1520.46,617.81
81.08,-206.3,-195.29,130.08,High,28.2,-175.44,-8059.8,-3912.26,-239.44,14042.61,549.96,148.36,11.34,6.57,343.35,1056.54,230.91,-12408.74,0.63,-4481.08,11.56,10869.09,2311.92,1251.21,18,4,-3371.85,773.3,-77.76,-12.32,21.99,30.07,USA,-372.51,-1484.02,-52.5
149.55,-372.96,-194.8,89.6,Low,44.37,-181.91,1021.8,-4062.44,-153.08,20349.66,520.14,146.94,12.09,46.74,247.35,1886.62,182.33,-12835.06,2.4,-1801.06,2.72,4726.65,1254.28,1943.73,21,12,-6443.45,1072.06,-56.43,-18.24,7.82,15.44,UK,-389.67,-421.8,-2685.92
43.47,-105.88,-233.85,53.81,Medium,28.47,-147.37,13712.37,-5003.16,-182.9,36473.4,606.45,162.82,7.35,53.61,448.26,1739.6,-483.92,-4453.32,0.12,-3789.04,12.5,7622.11,2668.64,2936.25,24,4,-1734.89,1407.4,-71.79,-3.4,13.31,20.15,Rest,-304.41,-1046.16,-19.27
68.63,-201.08,-223.61,71.2,High,16.92,-120.57,-4915.08,-4500.2,-168.12,44282.46,374.25,180.94,6.96,29.82,269.16,3082.94,-240.64,-993.88,2.34,-3740.24,13.5,605.42,2315.38,3232.95,9,6,-3462.46,957.06,-69.39,-4.74,14.52,18.17,Rest,-385.95,-1041.77,480.01
28.29,-254.28,-193.88,128.78,Low,6.42,-157.03,10469.55,-4590.22,-140.74,19818.99,559.62,153.95,19.08,41.55,296.43,1667.44,-41.83,-5624.6,24.72,-4084.4,1.68,6089.5,1363.3,3766.89,6,12,2174.66,454.82,-78.81,-5.18,15.33,19,USA,-261.24,-1354.22,2951.56
80.73,-245.34,-236.11,33.37,High,21.63,-144.89,7296.69,-4610.76,-169.66,21436.32,562.08,79.49,28.53,25.83,309,2197.4,-405.03,2892.58,0.03,-4234.52,4.7,4015.09,2548.8,402.87,12,10,1088.41,303.38,-115.65,-4.66,2.87,17.27,Rest,-178.23,-1242.99,203.95
29.36,-225.56,-157.32,115.3,Medium,22.2,-266.71,17907.93,-2528.06,-231.98,24148.11,577.38,175.35,9.36,26.97,421.74,1324.36,-249.35,-6573.66,104.91,-2912.6,4.8,3557.99,2608.02,4030.17,0,16,-105.48,525.16,-76.23,-4.28,16.16,12.6,Rest,-301.26,-1022.39,1125.56
